DocType,DocNo,Docdate,Party Code,original_party_name,Location,Stock Code,Stock Description,Unit,Quantity,Rate,Gross Amount,Discount,Net Amount,Supplier Category,Product Division,Category,Sub Category,Brand,Nature of Sales,COO,Group,Created by,Created TS,Posted by,Posted TS,Currency,Currency Rate,Fcy Gross Amount,Fcy Discount,Fcy Net Amount,Party Name
LPI10,1750.0,2024-01-22,AP-B0075,Build World General Trading Llc,M9 STORE,28464,110MM UPVC DR 45* ELBOW ATLAS,NOS,144.0,4.92,708.48,0.0,708.48,LOCAL,,PVC PIPE & FITTINGS,UPVC DR 45* ELBOW,brand_0223424371,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,708.48,0.0,708.48,party_0048901863
LPI10,1766.0,2024-01-15,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,15928,"2"" UPVC DR 45* ELBOW TERRAIN",NOS,100.0,3.6,360.0,0.0,360.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC DRAINAGE 45* ELBOW,brand_0674680850,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,360.0,0.0,360.0,party_1230640947
LPI10,1767.0,2024-01-15,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,15942,"11/4"" UPVC DR PIPE 4MTR TERRAIN UK",LTH,25.0,26.76,669.0,0.0,669.0,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC DRAINAGE PIPE,brand_0674680850,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,669.0,0.0,669.0,party_1230640947
LPI10,1763.0,2024-01-10,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,20722,XF-311SS DAVEY WATER PUMP,NOS,1.0,1520.0,1520.0,0.0,1520.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,1520.0,0.0,1520.0,party_1230640947
LPI10,1764.0,2024-01-12,AP-B0043,Bin Moosa & Daly Ltd. L.L.C,M9 STORE,20719,XF-111SS DAVEY WATER PUMP WITH PC,NOS,5.0,880.0,4400.0,0.0,4400.0,LOCAL,,PUMP & ACCESSORIES,DAVEY WATER PUMP,brand_1855341484,,,No Warranty,SHAMEER,2024-02-27,SHAMEER,2024-02-27,AED,1.0,4400.0,0.0,4400.0,party_1230640947
LPI20,2307.0,2024-06-10,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13119,LACQUER THINNER NATIONAL DRM,DRM,4.0,180.0,720.0,720.0,0.0,LOCAL,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,KAJA,2024-06-26,KAJA,2024-06-26,AED,1.0,720.0,720.0,0.0,party_0796710838
LPI20,2309.0,2024-06-10,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13177,RED OXIDE PRIMER NATIONAL DRM,DRM,20.0,145.0,2900.0,522.0,2378.0,LOCAL,,NATIONAL PRODUCTS,RED OXIDE PRIMER,brand_1943329029,,,No Warranty,KAJA,2024-06-26,KAJA,2024-07-05,AED,1.0,2900.0,522.0,2378.0,party_0796710838
LPI20,2309.0,2024-06-10,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13104,STUCCO FILLER NATIONAL GLN,GLN,50.0,18.0,900.0,162.0,738.0,LOCAL,,NATIONAL PRODUCTS,STUCCO GLN,brand_1943329029,,,No Warranty,KAJA,2024-06-26,KAJA,2024-07-05,AED,1.0,900.0,162.0,738.0,party_0796710838
LPI20,2334.0,2024-06-27,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,36503,FLUORESCENT PAINT NATIONAL LTR,LTR,1.0,46.75,46.75,0.0,46.75,LOCAL,,NATIONAL PRODUCTS,FLUORESCENT PAINT,brand_1943329029,,,No Warranty,SAMSHEER,2024-06-27,SAMSHEER,2024-06-27,AED,1.0,46.75,0.0,46.75,party_2107975932
LPI10,3110.0,2024-03-26,AP-A0411,Arakan General Trading Llc,Musaffah Shop,31328,64 MM TCT HOLE SAW CUTTER CLIK,NOS,2.0,115.0,230.0,0.0,230.0,LOCAL,,HOLE SAW CUTTER,TCT HOLE SAW CUTTER,brand_1690113740,,,No Warranty,SHAJAHAN.KA,2024-04-20,SHAJAHAN.KA,2024-04-20,AED,1.0,230.0,0.0,230.0,party_1022629827
LPI10,1814.0,2024-02-19,AP-V0002,Vee Pee Trading L.L.C,Musaffah Shop,27545,HT-5 PVC DISTRIBUTION BOX-GIFFEX,NOS,20.0,14.0,280.0,0.0,280.0,LOCAL,,CIRCUIT PROTECTION,FUSES,brand_1117749611,,,No Warranty,SHIBIN,2024-03-06,SHIBIN,2024-03-12,AED,1.0,280.0,0.0,280.0,party_0214112087
LPI10,1834.0,2024-02-05,AP-U0002,Ub Emirates L.L.C,Musaffah Shop,27720,50MM PVC CONDUIT PIPE DD 1.9MM,NOS,250.0,9.24,2310.0,0.0,2310.0,LOCAL,,CABLE ACCESSORIES,CONDUIT PIPE,brand_0223554497,,,No Warranty,SHIBIN,2024-03-06,SHIBIN,2024-03-12,AED,1.0,2310.0,0.0,2310.0,party_1842520837
LPI20,2367.0,2024-06-07,AP-N0019,National Paints Factories Co.Ltd,Multicolor,36489,NC SANDING SEALER NATIONAL GLN,GLN,24.0,48.0,1152.0,207.36,944.64,LOCAL,,NATIONAL PRODUCTS,NC SANDING SEALER,brand_1943329029,,,No Warranty,KAJA,2024-07-02,KAJA,2024-07-02,AED,1.0,1152.0,207.36,944.64,party_0796710838
LPI20,2367.0,2024-06-07,AP-N0019,National Paints Factories Co.Ltd,Multicolor,36493,NC PRIMER SURFACER NATIONAL DRM WHITE ,DRM,15.0,260.0,3900.0,702.0,3198.0,LOCAL,,NATIONAL PRODUCTS,NC PRIMER SURFACER,brand_1943329029,,,No Warranty,KAJA,2024-07-02,KAJA,2024-07-02,AED,1.0,3900.0,702.0,3198.0,party_0796710838
LPI20,2369.0,2024-06-19,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13224,National Guard  Topcoat (A+B) RAL 7012,DRM,2.0,540.0,1080.0,194.4,885.6,LOCAL,,NATIONAL PRODUCTS,,brand_1943329029,,,No Warranty,KAJA,2024-07-02,KAJA,2024-07-02,AED,1.0,1080.0,194.4,885.6,party_0796710838
LPI20,2370.0,2024-06-05,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13171,BLOCK FILLER WHITE NATIONAL GLN,GLN,24.0,32.0,768.0,138.24,629.76,LOCAL,,NATIONAL PRODUCTS,BLOCK FILLER,brand_1943329029,,,No Warranty,KAJA,2024-07-02,KAJA,2024-07-02,AED,1.0,768.0,138.24,629.76,party_0796710838
LPI20,2448.0,2024-07-08,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13214,GUARD PRIMER FOR CEMENT (CLEAR) NATIONAL DRM,DRM,22.0,370.0,8140.0,1465.2,6674.8,LOCAL,,NATIONAL PRODUCTS,GUARD PRIMER,brand_1943329029,,,No Warranty,KAJA,2024-07-09,KAJA,2024-07-09,AED,1.0,8140.0,1465.2,6674.8,party_0796710838
LPI20,2448.0,2024-07-08,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13152,SYNTHETIC ENAMEL NATIONAL DRM 348,DRM,15.0,275.0,4125.0,742.5,3382.5,LOCAL,,NATIONAL PRODUCTS,SYNTHETIC ENAMEL,brand_1943329029,,,No Warranty,KAJA,2024-07-09,KAJA,2024-07-09,AED,1.0,4125.0,742.5,3382.5,party_0796710838
LPI20,2448.0,2024-07-08,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13105,STUCCO FILLER NATIONAL DRM,DRM,10.0,68.0,680.0,680.0,0.0,LOCAL,,NATIONAL PRODUCTS,STUCCO DRM,brand_1943329029,,,No Warranty,KAJA,2024-07-09,KAJA,2024-07-09,AED,1.0,680.0,680.0,0.0,party_0796710838
LPI20,2448.0,2024-07-08,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13104,STUCCO FILLER NATIONAL GLN,GLN,10.0,18.0,180.0,180.0,0.0,LOCAL,,NATIONAL PRODUCTS,STUCCO GLN,brand_1943329029,,,No Warranty,KAJA,2024-07-09,KAJA,2024-07-09,AED,1.0,180.0,180.0,0.0,party_0796710838
LPI20,2448.0,2024-07-08,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13118,LACQUER THINNER NATIONAL GLN,GLN,6.0,40.0,240.0,240.0,0.0,LOCAL,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,KAJA,2024-07-09,KAJA,2024-07-09,AED,1.0,240.0,240.0,0.0,party_0796710838
LPI10,1856.0,2024-02-16,AP-A0299,Al Sanaa Hardware Trading Co.L.L.C,M9 STORE,28565,"2"" PVC DOUBLE UNION BALL VALVE ATLAS HP",NOS,20.0,27.0,540.0,0.0,540.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DOUBLE UNION BALL VALVE,brand_0223424371,,,No Warranty,SREEJITH,2024-03-06,SREEJITH,2024-03-06,AED,1.0,540.0,0.0,540.0,party_0527390360
LPI20,2757.0,2024-08-24,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,36479,NC MATT NATIONAL LTR,LTR,9.0,12.33,110.97,0.0,110.97,LOCAL,,NATIONAL PRODUCTS,NC MATT,brand_1943329029,,,No Warranty,RISHAD C,2024-08-24,RISHAD C,2024-08-24,AED,1.0,110.97,0.0,110.97,party_2107975932
LPI20,2757.0,2024-08-24,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,13224,EGGSHELL EMULSION MATT,LTR,5.0,20.0,100.0,0.0,100.0,LOCAL,,NATIONAL PRODUCTS,,brand_1943329029,,,No Warranty,RISHAD C,2024-08-24,RISHAD C,2024-08-24,AED,1.0,100.0,0.0,100.0,party_2107975932
LPI20,2775.0,2024-08-21,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13120,EPOXY THINNER NATIONAL GLN,GLN,30.0,37.72,1131.6,0.0,1131.6,LOCAL,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,KAJA,2024-08-28,KAJA,2024-08-28,AED,1.0,1131.6,0.0,1131.6,party_0796710838
LPI20,2775.0,2024-08-21,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13121,EPOXY THINNER NATIONAL DRM,DRM,10.0,132.02,1320.2,0.0,1320.2,LOCAL,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,KAJA,2024-08-28,KAJA,2024-08-28,AED,1.0,1320.2,0.0,1320.2,party_0796710838
LPI10,1876.0,2024-02-03,AP-R0040,Rokadia Brothers L.L.C,Musaffah Shop,27761,50MM PVC COUPLER DD,NOS,240.0,1.28,307.2,0.0,307.2,LOCAL,,CABLE ACCESSORIES,PVC COUPLER,brand_0223554497,,,No Warranty,SHIBIN,2024-03-06,SHIBIN,2024-03-13,AED,1.0,307.2,0.0,307.2,party_1473204550
LPI10,1898.0,2024-02-21,AP-A0450,Atlas Plastic Factory L.L.C,Branch 2,16615,110MM PVC PIPE CLASS 10 ATLAS-6MTR,NOS,100.0,69.0,6900.0,0.0,6900.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHIBIN,2024-03-07,SHIBIN,2024-03-13,AED,1.0,6900.0,0.0,6900.0,party_1032261125
LPI20,2826.0,2024-08-07,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13134,ACRYLIC EMULSION PRIMER NATIONAL DRM,DRM,22.0,65.6,1443.2,0.0,1443.2,LOCAL,,NATIONAL PRODUCTS,ACRLIC EMULSION PRIMER,brand_1943329029,,,No Warranty,KAJA,2024-09-03,KAJA,2024-09-03,AED,1.0,1443.2,0.0,1443.2,party_0796710838
LPI20,2826.0,2024-08-07,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13146,EGGSHELL EMULSION SILK NATIONAL DRM OFF WHITE,DRM,10.0,159.9,1599.0,0.0,1599.0,LOCAL,,NATIONAL PRODUCTS,EGGSHELL EMULSION,brand_1943329029,,,No Warranty,KAJA,2024-09-03,KAJA,2024-09-03,AED,1.0,1599.0,0.0,1599.0,party_0796710838
LPI20,2909.0,2024-08-29,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13104,STUCCO FILLER NATIONAL GLN,GLN,50.0,17.0,850.0,153.0,697.0,LOCAL,,NATIONAL PRODUCTS,STUCCO GLN,brand_1943329029,,,No Warranty,RINSHAD TK,2024-09-08,KAJA,2024-09-20,AED,1.0,850.0,153.0,697.0,party_0796710838
LPI20,2909.0,2024-08-29,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13165,NC PUTTY WHITE NATIONAL LTR,LTR,72.0,15.0,1080.0,194.4,885.6,LOCAL,,NATIONAL PRODUCTS,NC PUTTY,brand_1943329029,,,No Warranty,RINSHAD TK,2024-09-08,KAJA,2024-09-20,AED,1.0,1080.0,194.4,885.6,party_0796710838
LPI10,1948.0,2024-02-03,AP-P0046,Power Plastic Factory Llc,M9 STORE,16805,110MM PVC REPAIRING SOCKET PN16 POWER,NOS,10.0,19.0,190.0,0.0,190.0,LOCAL,,PVC PIPE & FITTINGS,PVC REPAIRING SOCKET,brand_0261737083,,,No Warranty,SREEJITH,2024-03-08,SREEJITH,2024-03-08,AED,1.0,190.0,0.0,190.0,party_0928503849
LPI10,8183.0,2024-10-22,AP-C0055,Cosmoplast Industrial Co.L.L.C,Branch 2,15702,"REDUCER, RR,ORANGE 160X110MM",NOS,48.0,11.02,528.96,0.0,528.96,LOCAL,,UPVC DRAINAGE PIPE & FITTINGS,UPVC REDUCER BUSH,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,528.96,0.0,528.96,party_0779115970
LPI10,8184.0,2024-10-22,AP-C0055,Cosmoplast Industrial Co.L.L.C,M9 STORE,13973,75MM PPR SOCKET COSMOPLAST,NOS,72.0,5.71,411.12,0.0,411.12,LOCAL,,PPR PIPE & FITTINGS,PPR SOCKET,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-11-06,SHAJAHAN.KA,2024-11-06,AED,1.0,411.12,0.0,411.12,party_0779115970
LPI10,1985.0,2024-02-20,AP-A0138,Al Boom Trading Co. L.L.C,Musaffah Shop,32730,"2"" CP BALL VALVE ABT ",NOS,6.0,38.0,228.0,0.0,228.0,LOCAL,,PLUMBING SOLUTIONS,CP BALL VLAVE,brand_1388067666,,,No Warranty,SHIBIN,2024-03-09,SHIBIN,2024-03-13,AED,1.0,228.0,0.0,228.0,party_1176722784
LPI10,1984.0,2024-02-21,AP-O0004,Obaid Bin Shaikh General Trading L.L.C,M9 STORE,22527,SILICONE WHITE GE 1200GC MULTI-PURPOSE,CTN,10.0,210.0,2100.0,0.0,2100.0,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1469462165,,,No Warranty,SHIBIN,2024-03-09,SHIBIN,2024-03-13,AED,1.0,2100.0,0.0,2100.0,party_0188626486
LPI20,1676.0,2024-03-03,AP-J0014,Jotech Paints Llc,Multicolor,13322,TEXO COMPOUND JOTECH DRM,DRM,30.0,60.0,1800.0,0.0,1800.0,LOCAL,,JOTECH PAINTS,JOTECH TEXO COMPOUND,brand_1612066331,,,No Warranty,KAJA,2024-03-28,KAJA,2024-03-28,AED,1.0,1800.0,0.0,1800.0,party_1764634016
LPI10,1979.0,2024-02-06,AP-N0019,National Paints Factories Co.Ltd,M9 STORE,21860,SPRAY PAINT BLACK NATIONAL,CTN,5.0,42.0,210.0,37.8,172.2,LOCAL,,FINISHING TOOLS,SPRAY PAINT,brand_1943329029,,,No Warranty,SHIBIN,2024-03-09,SHIBIN,2024-03-13,AED,1.0,210.0,37.8,172.2,party_0796710838
LPI20,3226.0,2024-10-17,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13119,LACQUER THINNER NATIONAL DRM,DRM,30.0,160.0,4800.0,864.0,3936.0,LOCAL,,NATIONAL PRODUCTS,THINNER,brand_1943329029,,,No Warranty,KAJA,2024-10-22,KAJA,2024-10-22,AED,1.0,4800.0,864.0,3936.0,party_0796710838
LPI20,3259.0,2024-10-27,AP-A0294,Al Sajid Mechanical Equipment Llc,Multicolor,13152,SYNTHETIC ENAMEL NATIONAL DRM,DRM,1.0,204.0,204.0,0.0,204.0,LOCAL,,NATIONAL PRODUCTS,SYNTHETIC ENAMEL,brand_1943329029,,,No Warranty,SAMSHEER,2024-10-27,SAMSHEER,2024-10-27,AED,1.0,204.0,0.0,204.0,party_2107975932
LPI10,2052.0,2024-02-12,AP-I0024,Interlink Building Materials Trading L.L.C,M9 STORE,16687,63MM PVC 45* ELBOW ATLAS PN16 ,NOS,225.0,4.89,1100.25,0.0,1100.25,LOCAL,,PVC PIPE & FITTINGS,PVC 45* ELBOW,brand_0223424371,,,No Warranty,SHIBIN,2024-03-11,SHIBIN,2024-03-13,AED,1.0,1100.25,0.0,1100.25,party_0884608352
LPI10,2052.0,2024-02-12,AP-I0024,Interlink Building Materials Trading L.L.C,M9 STORE,28599,"2"" PVC 45* ELBOW ATLAS HP",NOS,150.0,5.33,799.5,0.0,799.5,LOCAL,,PVC PIPE & FITTINGS,PVC 45* ELBOW,brand_0223424371,,,No Warranty,SHIBIN,2024-03-11,SHIBIN,2024-03-13,AED,1.0,799.5,0.0,799.5,party_0884608352
LPI20,2992.0,2024-09-02,AP-J0014,Jotech Paints Llc,Multicolor,13331,MINITEX JOTECH DRM,DRM,30.0,95.0,2850.0,0.0,2850.0,LOCAL,,JOTECH PAINTS,MINITEX,brand_1612066331,,,No Warranty,KAJA,2024-09-26,KAJA,2024-09-26,AED,1.0,2850.0,0.0,2850.0,party_1764634016
LPI10,4641.0,2024-05-13,AP-A0293,Al Saif Hardware,Branch 2,36565,"11/2"" DRV BRONZE CRANE D931 ",NOS,1.0,350.0,350.0,0.0,350.0,LOCAL,,,DOUBLE REGULATING VALVE,brand_0024727362,,,,ASHKAR,2024-06-21,ASHKAR,2024-06-21,AED,1.0,350.0,0.0,350.0,party_1494841781
LPI10,2083.0,2024-02-16,AP-M0087,Multicom Enterprises L.L.C.,Musaffah Shop,21847,SPRAY PAINT BLACK SILK (GLOSSY) GALAXY,CTN,4.0,45.0,180.0,0.0,180.0,LOCAL,,FINISHING TOOLS,SPRAY PAINT,brand_0208948366,,,No Warranty,SHIBIN,2024-03-11,SHIBIN,2024-03-13,AED,1.0,180.0,0.0,180.0,party_1369237310
LPI10,2094.0,2024-02-14,AP-N0019,National Paints Factories Co.Ltd,Musaffah Shop,13110,RUST REMOVER NATIONAL GLN,GLN,24.0,60.0,1440.0,259.2,1180.8,LOCAL,,NATIONAL PRODUCTS,RUST REMOVER,brand_1943329029,,,No Warranty,SREEJITH,2024-03-11,SREEJITH,2024-03-11,AED,1.0,1440.0,259.2,1180.8,party_0796710838
LPI20,3586.0,2024-11-08,AP-N0019,National Paints Factories Co.Ltd,Multicolor,13221,2K PAINT MATT RAL 9007 LTR,LTR,5.0,28.0,140.0,0.0,140.0,LOCAL,,NATIONAL PRODUCTS,2K PAINT,brand_1943329029,,,No Warranty,KAJA,2024-12-07,KAJA,2024-12-07,AED,1.0,140.0,0.0,140.0,party_0796710838
LPI10,2174.0,2024-02-24,AP-M0002,M.A.H.Y.Khoory & Co.L.L.C.,Musaffah Shop,32878,WATER SEAL KIT GRUNDFOS CM10,NOS,2.0,350.0,700.0,0.0,700.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,SREEJITH,2024-03-12,SREEJITH,2024-03-12,AED,1.0,700.0,0.0,700.0,party_1297592545
LPI10,2174.0,2024-02-24,AP-M0002,M.A.H.Y.Khoory & Co.L.L.C.,Musaffah Shop,32879,WATER SEAL KIT GRUNDFOS CM1/3/5,NOS,2.0,320.0,640.0,0.0,640.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,SREEJITH,2024-03-12,SREEJITH,2024-03-12,AED,1.0,640.0,0.0,640.0,party_1297592545
LPI20,3877.0,2024-12-01,AP-W0020,Wise Man General Contracting L.L.C.,Multicolor,36500,POLYURETHANE TOPCOAT NATIONALL CLEAR MATT A + B DRM ,DRM,15.0,383.4,5751.0,0.0,5751.0,LOCAL,,NATIONAL PRODUCTS,POLYURETHANE TOPCOAT,brand_1943329029,,,No Warranty,RINSHAD TK,2025-01-06,KAJA,2025-01-08,AED,1.0,5751.0,0.0,5751.0,party_1322063417
LPI20,3877.0,2024-12-01,AP-W0020,Wise Man General Contracting L.L.C.,Multicolor,36500,POLYURETHANE TOPCOAT NATIONAL GLOSS CLEAR A + B DRM ,DRM,15.0,383.4,5751.0,0.0,5751.0,LOCAL,,NATIONAL PRODUCTS,POLYURETHANE TOPCOAT,brand_1943329029,,,No Warranty,RINSHAD TK,2025-01-06,KAJA,2025-01-08,AED,1.0,5751.0,0.0,5751.0,party_1322063417
LPI10,2198.0,2024-02-19,AP-I0024,Interlink Building Materials Trading L.L.C,Musaffah Shop,28484,82MM UPVC DRAINAGE TEE L/G ATLAS,NOS,50.0,6.42,321.0,0.0,321.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DR TEE,brand_0223424371,,,No Warranty,SREEJITH,2024-03-13,SREEJITH,2024-03-13,AED,1.0,321.0,0.0,321.0,party_0884608352
LPI10,1309.0,2024-01-09,AP-A0302,Al Saqr Industries Llc,M9 STORE,32164,DRAINAGE OPENER 5 KG ATLANTIC -FOC,CTN,4.0,45.0,180.0,180.0,0.0,LOCAL,,CLEANING PRODUCTS,,brand_0411547798,,,,SREEJITH,2024-02-22,SREEJITH,2024-02-22,AED,1.0,180.0,180.0,0.0,party_1324468086
LPI10,2111.0,2024-02-05,AP-T0019,Technomix General Trading Llc,M9 STORE,18595,SHATTAF SET WITH PVC PIPE TEMPESTA-F GROHE-27812ILF,NOS,40.0,64.0,2560.0,0.0,2560.0,LOCAL,,PLUMBING SOLUTIONS,SHATTAF,brand_1431590766,,,No Warranty,SREEJITH,2024-03-11,SHIBIN,2024-03-12,AED,1.0,2560.0,0.0,2560.0,party_1653714436
LPI10,2154.0,2024-02-03,AP-A0286,Al Sabouh Bldg . Mat . Tr . Co . Llc,M9 STORE,18574,WASH BASIN MIXER EUROSMART GROHE-3326530F,NOS,8.0,170.0,1360.0,0.0,1360.0,LOCAL,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_1431590766,,,No Warranty,SREEJITH,2024-03-12,SREEJITH,2024-03-12,AED,1.0,1360.0,0.0,1360.0,party_0755952465
LPI10,2267.0,2024-02-27,AP-Q0001,Qcon General Trading Llc,Musaffah Shop,22631,TILE GLUE WHITE 20KG WEBER,NOS,50.0,10.8,540.0,0.0,540.0,LOCAL,,ADHESIVE,TILE GLUE,brand_1866896956,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,540.0,0.0,540.0,party_0393220658
LPI10,4376.0,2024-06-14,AP-A0228,Al Marfa Line General Trading L.L.C,Oil field,36647,"TEMPESTA-F HAND SHOWER 1 SPRAY, P/N: 28020L01 – GROHE: GERMANY",NOS,150.0,38.0,5700.0,0.0,5700.0,LOCAL,,PLUMBING SOLUTIONS,SHATTAF,brand_1431590766,,,No Warranty,SHAJAHAN.KA,2024-06-18,SHAJAHAN.KA,2024-06-18,AED,1.0,5700.0,0.0,5700.0,party_1573881115
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,28614,"6"" PVC TEE ATLAS HP",NOS,4.0,134.34,537.36,0.0,537.36,LOCAL,,PVC PIPE & FITTINGS,PVC TEE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,537.36,0.0,537.36,party_0048901863
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,28558,50MM PVC DOUBLE UNION BALL VALVE ATLAS PN16,NOS,40.0,21.26,850.4,0.0,850.4,LOCAL,,PVC PIPE & FITTINGS,UPVC DOUBLE UNION BALL VALVE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,850.4,0.0,850.4,party_0048901863
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,16694,32MM PVC 90* ELBOW ATLAS PN16,NOS,900.0,1.18,1062.0,0.0,1062.0,LOCAL,,PVC PIPE & FITTINGS,PVC 90* ELBOW,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,1062.0,0.0,1062.0,party_0048901863
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,28586,"1"" PVC 90* ELBOW ATLAS HP",NOS,600.0,1.36,816.0,0.0,816.0,LOCAL,,PVC PIPE & FITTINGS,PVC 90* ELBOW,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,816.0,0.0,816.0,party_0048901863
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,28719,"6"" HP PVC FLANGES WITH STUB ATLAS",NOS,10.0,48.69,486.9,0.0,486.9,LOCAL,,PVC PIPE & FITTINGS,PVC FLANGES WITH STUB,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,486.9,0.0,486.9,party_0048901863
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,28715,"2"" HP PVC FLANGES WITH STUB ATLAS ",NOS,45.0,8.12,365.4,0.0,365.4,LOCAL,,PVC PIPE & FITTINGS,PVC FLANGES WITH STUB,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,365.4,0.0,365.4,party_0048901863
LPI10,2284.0,2024-02-10,AP-B0075,Build World General Trading Llc,M9 STORE,16661,160X110MM PVC REDUCER BUSH ATLAS PN16,NOS,20.0,21.94,438.8,0.0,438.8,LOCAL,,PVC PIPE & FITTINGS,PVC REDUCER BUSH,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-03-14,SHAJAHAN.KA,2024-03-14,AED,1.0,438.8,0.0,438.8,party_0048901863
LPI10,2369.0,2024-02-01,AP-W0014,Western International L.L.C,Musaffah Shop,32783,DOOR CLOSER SILVER GEEPAS GHW65057,NOS,10.0,35.0,350.0,0.0,350.0,LOCAL,,TOOLS & ACCESSORIES,DOOR CLOSER,brand_1122468278,,,,SHAJAHAN.KA,2024-03-17,SHAJAHAN.KA,2024-03-17,AED,1.0,350.0,0.0,350.0,party_1641002301
LPI10,7284.0,2024-09-01,AP-K0028,Kludi Rak,Branch 2,29412,SINGLE LEVER XL BASIN MIXER DN15 WITH RAISED BASE FOR USE WITH COUNTER TOP BASIN KLUDI RAK 14161,NOS,1.0,469.0,469.0,234.5,234.5,LOCAL,,PLUMBING SOLUTIONS,,brand_0163773102,,,No Warranty,SHAJAHAN.KA,2024-10-03,SHAJAHAN.KA,2024-10-03,AED,1.0,469.0,234.5,234.5,party_1548851612
LPI10,8788.0,2024-11-19,AP-C0055,Cosmoplast Industrial Co.L.L.C,M9 STORE,31765,HDPE END CAP BLACK 160MM,NOS,19.0,33.25,631.75,0.0,631.75,LOCAL,,HDPE PIPE & FITTINGS,HDPE DRAINAGE END CAP,brand_0850260632,,,No Warranty,SHAJAHAN.KA,2024-12-06,SHAJAHAN.KA,2024-12-06,AED,1.0,631.75,0.0,631.75,party_0779115970
