DocType,DocNo,Docdate,Party Code,original_party_name,Location,Stock Code,Stock Description,Unit,Quantity,Rate,Gross Amount,Discount,Net Amount,Supplier Category,Product Division,Category,Sub Category,Brand,Nature of Sales,COO,Group,Created by,Created TS,Posted by,Posted TS,Currency,Currency Rate,Fcy Gross Amount,Fcy Discount,Fcy Net Amount,Party Name
ICPI10,1053.0,2024-01-13,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18424,EUROPEAN WC OCEANIC P-TRAP 67X39X73CM ZT-443-P,NOS,5.0,150.0,750.0,0.0,750.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,750.0,0.0,750.0,party_0361422916
LPI10,7396.0,2024-09-02,AP-S0009,Saeed Al Zaabi Gen.Trading L.L.C,Musaffah Shop,22547,PL150 SILICONE PATTEX,NOS,24.0,17.35,416.4,0.0,416.4,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SHAJAHAN.KA,2024-10-05,SHAJAHAN.KA,2024-10-05,AED,1.0,416.4,0.0,416.4,party_1430617670
LPI10,7396.0,2024-09-02,AP-S0009,Saeed Al Zaabi Gen.Trading L.L.C,Musaffah Shop,22546,PL200 SILICONE PATTEX,NOS,12.0,26.15,313.8,0.0,313.8,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SHAJAHAN.KA,2024-10-05,SHAJAHAN.KA,2024-10-05,AED,1.0,313.8,0.0,313.8,party_1430617670
ICPI10,1053.0,2024-01-13,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18518,WASH BASIN MIXER SMART FLOW OCEANIC B0054-EC,NOS,5.0,36.0,180.0,0.0,180.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,180.0,0.0,180.0,party_0361422916
ICPI10,1053.0,2024-01-13,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18517,WASH BASIN MIXER SMART FLOW OCEANIC B0053-EC,NOS,5.0,36.0,180.0,0.0,180.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,180.0,0.0,180.0,party_0361422916
ICPI10,1055.0,2024-01-20,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18504,WASH BASIN MINI OCEANIC 40.5X35X18CM ZT-1603,NOS,2.0,27.0,54.0,0.0,54.0,,,PLUMBING SOLUTIONS,WASH BASIN,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,54.0,0.0,54.0,party_0361422916
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18419,BATHTUB OCEANIC 170X70X39CM WA6013,NOS,10.0,140.0,1400.0,0.0,1400.0,,,PLUMBING SOLUTIONS,BATHTUB,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,1400.0,0.0,1400.0,party_0361422916
ICPI10,1145.0,2024-03-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,20592,MAP100: VESPA CENTRIFUGAL MONOBLOCK WATER PUMP 1.0HP,NOS,4.0,233.0,932.0,0.0,932.0,,,PUMP & ACCESSORIES,VESPA MONOBLOCK WATER PUMP,brand_1237856496,,,12 Months,SHAMEER,2024-04-25,SHAMEER,2024-09-10,AED,1.0,932.0,0.0,932.0,party_0361422916
LPI10,3201.0,2024-04-16,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16613,75MM PVC PIPE CLASS 10 ATLAS-6MTR,NOS,20.0,27.5,550.0,0.0,550.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,550.0,0.0,550.0,party_1032261125
LPI10,3201.0,2024-04-16,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16622,50MM PVC PIPE CLASS 16 ATLAS-6MTR,NOS,40.0,21.5,860.0,0.0,860.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,860.0,0.0,860.0,party_1032261125
LPI10,6210.0,2024-08-20,AP-O0005,Obaid Masood Building Materials Trading Llc,M9 STORE,37163,473ML PVC GLUE PRO-WELD CLEAR HEAVY DUTY 5717 MADE IN USA,TIN,60.0,15.0,900.0,0.0,900.0,LOCAL,,ADHESIVE,PVC GLUE,brand_1407305635,UNITED STATES OF AMERICA,,No Warranty,SHAJAHAN.KA,2024-08-20,SHAJAHAN.KA,2024-08-20,AED,1.0,900.0,0.0,900.0,party_2026206238
LPI10,7401.0,2024-10-07,AP-S0009,Saeed Al Zaabi Gen.Trading L.L.C,Musaffah Shop,22547,PL150 SILICONE PATTEX (1 CTN X 12 PCS),NOS,24.0,17.35,416.4,0.0,416.4,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SHAJAHAN.KA,2024-10-07,SHAJAHAN.KA,2024-10-07,AED,1.0,416.4,0.0,416.4,party_1430617670
LPI10,7694.0,2024-10-15,AP-S0009,Saeed Al Zaabi Gen.Trading L.L.C,Musaffah Shop,22542,FT101 SILICONE PATTEX HIGH MODULUS SEALANT & ADHESIVE (1 CTN X 12 PCS ),NOS,12.0,22.0,264.0,0.0,264.0,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SHAJAHAN.KA,2024-10-15,SHAJAHAN.KA,2024-10-15,AED,1.0,264.0,0.0,264.0,party_1430617670
CPI10,1004.0,2024-01-08,AP-A0074,Afreen Building Materials Trading Co. LLC,Musaffah Shop,19739,16MM PEX TEE  COSMOPLAST ,NOS,23.0,14.1,324.3,0.0,324.3,LOCAL,,PLUMBING SOLUTIONS,PEX TEE,brand_0850260632,,,No Warranty,ASHKAR,2024-01-08,ASHKAR,2024-01-08,AED,1.0,324.3,0.0,324.3,party_0814751904
CPI10,1003.0,2024-01-08,AP-A0074,Afreen Building Materials Trading Co. LLC,Musaffah Shop,31965,15X15CM FLOOR DRAIN SS AQUAPLAST ITALY,NOS,1.0,85.0,85.0,0.0,85.0,LOCAL,,PLUMBING SOLUTIONS,,brand_1028035344,ITALY,,,ASHKAR,2024-01-08,ASHKAR,2024-01-08,AED,1.0,85.0,0.0,85.0,party_0814751904
CPI10,1024.0,2024-01-19,AP-M0025,Mas Paints & Chemical Industry,Musaffah Shop,32461,WOOD DYE MAHAGONY #15740 WOOD STAINER MAS PAINTS,LTR,1.0,28.57,28.57,0.0,28.57,LOCAL,,PAINTING RELATED ITEMS,,brand_1908751422,,,,ASHKAR,2024-01-19,ASHKAR,2024-01-19,AED,1.0,28.57,0.0,28.57,party_0650410385
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18483,SHOWER TRAY OCEANIC 80X80X14CM WA6005,NOS,11.0,54.0,594.0,0.0,594.0,,,PLUMBING SOLUTIONS,SHOWER TRAY,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,594.0,0.0,594.0,party_0361422916
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18425,EUROPEAN WC OCEANIC S-TRAP 67X37X77CM ZT-752-S,NOS,10.0,240.0,2400.0,0.0,2400.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,2400.0,0.0,2400.0,party_0361422916
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18520,WASH BASIN MIXER SET CHROME/BRASS OCEANIC D55678YC-B,NOS,30.0,54.0,1620.0,0.0,1620.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,1620.0,0.0,1620.0,party_0361422916
ICPI10,1185.0,2024-06-30,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,34275,24LTR PRESSURE TANK VERTICAL 10 BAR VESPA MADE IN TAIWAN,NOS,2.0,125.0,250.0,0.0,250.0,,,PLUMBING SOLUTIONS,PRESSURE TANK,brand_1237856496,,,No Warranty,SHAMEER,2024-09-01,SHAMEER,2024-09-01,AED,1.0,250.0,0.0,250.0,party_0361422916
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18519,WASH BASIN MIXER MATT BLACK OCEANIC BL6655-Z,NOS,20.0,60.0,1200.0,0.0,1200.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,1200.0,0.0,1200.0,party_0361422916
ICPI10,1058.0,2024-02-02,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18463,360* KITCHEN MIXER SET CHROME/BRASS OCEANIC K7005-B,NOS,50.0,42.0,2100.0,0.0,2100.0,,,PLUMBING SOLUTIONS,KITCHEN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-02-08,SHAMEER,2024-05-28,AED,1.0,2100.0,0.0,2100.0,party_0361422916
LPI10,7983.0,2024-10-28,AP-S0009,Saeed Al Zaabi Gen.Trading L.L.C,M9 STORE,22547,PL150 SILICONE PATTEX (1 CTN X 12 PCS ),NOS,24.0,17.35,416.4,0.0,416.4,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SHAJAHAN.KA,2024-10-29,SHAJAHAN.KA,2024-10-29,AED,1.0,416.4,0.0,416.4,party_1430617670
LPI20,3271.0,2024-10-28,AP-Q0001,Qcon General Trading Llc,Multicolor,22540,SILICONE CLEAR  DR FIX,NOS,24.0,5.21,125.04,0.0,125.04,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SAMSHEER,2024-10-28,SAMSHEER,2024-10-28,AED,1.0,125.04,0.0,125.04,party_0393220658
ICPI10,1106.0,2024-02-03,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18469,MIRROR 60X40CM OCEANIC,NOS,40.0,10.0,400.0,0.0,400.0,,,PLUMBING SOLUTIONS,MIRROR,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,400.0,0.0,400.0,party_0361422916
LPI10,3243.0,2024-04-15,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,28442,"2"" UPVC DR PIPE ATLAS 4MTR BSEN 1329 ",NOS,80.0,9.75,780.0,0.0,780.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DR PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,780.0,0.0,780.0,party_1032261125
LPI10,3243.0,2024-04-15,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16621,40MM PVC PIPE CLASS 16 ATLAS-6MTR,NOS,20.0,18.0,360.0,0.0,360.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,360.0,0.0,360.0,party_1032261125
LPI10,3243.0,2024-04-15,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16611,50MM PVC PIPE CLASS 10 ATLAS-6MTR,NOS,50.0,14.5,725.0,0.0,725.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,725.0,0.0,725.0,party_1032261125
LPI10,3243.0,2024-04-15,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,16623,63MM PVC PIPE CLASS 16 ATLAS-6MTR,NOS,20.0,36.5,730.0,0.0,730.0,LOCAL,,PVC PIPE & FITTINGS,PVC PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,730.0,0.0,730.0,party_1032261125
LPI10,3244.0,2024-04-15,AP-A0450,Atlas Plastic Factory L.L.C,Musaffah Shop,28446,"4"" UPVC DR PIPE ATLAS 6MTR BSEN 1329 ",NOS,15.0,45.0,675.0,0.0,675.0,LOCAL,,PVC PIPE & FITTINGS,UPVC DR PIPE,brand_0223424371,,,No Warranty,SHAJAHAN.KA,2024-04-22,SHAJAHAN.KA,2024-04-22,AED,1.0,675.0,0.0,675.0,party_1032261125
ICPI10,1106.0,2024-02-03,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18411,BATH MIXER SET SMART FLOW OCEANIC S2231Z-EC,NOS,110.0,39.0,4290.0,0.0,4290.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,4290.0,0.0,4290.0,party_0361422916
ICPI10,1107.0,2024-02-08,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18412,BATH MIXER SET SMART FLOW OCEANIC S4453Z-EC,NOS,80.0,39.0,3120.0,0.0,3120.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-09-10,AED,1.0,3120.0,0.0,3120.0,party_0361422916
ICPI10,1107.0,2024-02-08,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18424,EUROPEAN WC OCEANIC P-TRAP 67X39X73CM ZT-443-P,NOS,12.0,150.0,1800.0,0.0,1800.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-09-10,AED,1.0,1800.0,0.0,1800.0,party_0361422916
ICPI10,1107.0,2024-02-08,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18427,EUROPEAN WC OCEANIC S-TRAP 67X39X73CM ZT-443-S,NOS,5.0,195.0,975.0,0.0,975.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-09-10,AED,1.0,975.0,0.0,975.0,party_0361422916
ICPI10,1107.0,2024-02-08,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18405,ARABIC WC OCEANIC 50X38CM ZT403,NOS,30.0,24.0,720.0,0.0,720.0,,,PLUMBING SOLUTIONS,ARABIC WC,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-09-10,AED,1.0,720.0,0.0,720.0,party_0361422916
ICPI10,1107.0,2024-02-08,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18438,EUROPEAN WC OCEANIC S-TRAP 72X36X78CM ZT-013L,NOS,6.0,210.0,1260.0,0.0,1260.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-09-10,AED,1.0,1260.0,0.0,1260.0,party_0361422916
LPI20,3271.0,2024-10-28,AP-Q0001,Qcon General Trading Llc,Multicolor,22540,SILICONE CLEAR WHITE DR FIX,NOS,24.0,5.21,125.04,0.0,125.04,LOCAL,,ADHESIVE,SILICONE SEALANT,brand_1697676547,,,No Warranty,SAMSHEER,2024-10-28,SAMSHEER,2024-10-28,AED,1.0,125.04,0.0,125.04,party_0393220658
ICPI10,1108.0,2024-02-09,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18474,"11/4"" POP UP WASTE OCEANIC P2010SS",NOS,100.0,9.0,900.0,0.0,900.0,,,PLUMBING SOLUTIONS,POP UP WASTE,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,900.0,0.0,900.0,party_0361422916
ICPI10,1108.0,2024-02-09,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18493,SLIDING BAR TEMPESTA OCEANIC S318101-A104101,NOS,10.0,85.0,850.0,0.0,850.0,,,PLUMBING SOLUTIONS,SLIDING BAR,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,850.0,0.0,850.0,party_0361422916
ICPI10,1188.0,2024-07-31,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,20691,KIT01(V): VESPA AUTOMATIC PRESSURE CONTROL KIT VERTICAL,NOS,60.0,55.0,3300.0,0.0,3300.0,,,PUMP & ACCESSORIES,VESPA PRESSURE KIT,brand_1237856496,,,No Warranty,SHAMEER,2024-09-03,SHAMEER,2024-09-03,AED,1.0,3300.0,0.0,3300.0,party_0361422916
ICPI10,1108.0,2024-02-09,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18493,SLIDING BAR TEMPESTA OCEANIC S318101-A104101,NOS,10.0,85.0,850.0,0.0,850.0,,,PLUMBING SOLUTIONS,SLIDING BAR,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,850.0,0.0,850.0,party_0361422916
ICPI10,1108.0,2024-02-09,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18416,BATHROOM ACCESSORY 6PC OCEANIC 75000,NOS,6.0,66.0,396.0,0.0,396.0,,,PLUMBING SOLUTIONS,BATHROOM ACCESSORY,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,396.0,0.0,396.0,party_0361422916
ICPI10,1108.0,2024-02-09,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18417,BATHROOM ACCESSORY-6PC OCEANIC 51300,NOS,6.0,90.0,540.0,0.0,540.0,,,PLUMBING SOLUTIONS,BATHROOM ACCESSORY,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,540.0,0.0,540.0,party_0361422916
LPI10,9311.0,2024-12-27,AP-A0162,Al Fatah International Trading (Llc),Musaffah Shop,22132,100X100CM MANHOLE COVER B125 RBA BASCO,NOS,1.0,1450.0,1450.0,0.0,1450.0,LOCAL,,MANHOLE,MANHOLE COVER,brand_1760862966,,,No Warranty,SHAJAHAN.KA,2024-12-30,SHAJAHAN.KA,2024-12-30,AED,1.0,1450.0,0.0,1450.0,party_1116877359
CPI10,1035.0,2024-01-29,AP-S0106,Skyway Trading Co L.L.C,Pump Store,32818,0.75MMX1C WIRE RR BLACK ,ROLL,5.0,36.0,180.0,0.0,180.0,LOCAL,,WIRE & CABLE,,brand_1718292364,,,No Warranty,ASHKAR,2024-01-29,ASHKAR,2024-01-29,AED,1.0,180.0,0.0,180.0,party_0825395395
CPI10,1027.0,2024-01-17,AP-R0031,Redex Mechanical Equipment L.L.C,Pump Store,20751,MECHANICAL SEAL,NOS,2.0,8.0,16.0,0.0,16.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,ASHKAR,2024-01-23,ASHKAR,2024-01-23,AED,1.0,16.0,0.0,16.0,party_0135689976
CPI10,1034.0,2024-01-26,AP-M0025,Mas Paints & Chemical Industry,Musaffah Shop,32805, PUTTY FILLER NATURAL 500 GRAMS MAS PAINTS,NOS,2.0,16.67,33.34,0.0,33.34,LOCAL,,PAINTING RELATED ITEMS,,brand_1908751422,,,,ASHKAR,2024-01-29,ASHKAR,2024-01-29,AED,1.0,33.34,0.0,33.34,party_0650410385
CPI10,1033.0,2024-01-23,AP-R0031,Redex Mechanical Equipment L.L.C,Pump Store,20751,MECHANICAL SEAL ,NOS,1.0,15.0,15.0,0.0,15.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,ASHKAR,2024-01-29,ASHKAR,2024-01-29,AED,1.0,15.0,0.0,15.0,party_0135689976
CPI10,1245.0,2024-12-21,AP-R0031,Redex Mechanical Equipment L.L.C,Musaffah Shop,20751,MECHANICAL SEAL ,NOS,1.0,28.0,28.0,0.0,28.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,SHAMEER,2024-12-26,SHAMEER,2024-12-26,AED,1.0,28.0,0.0,28.0,party_0135689976
CPI10,1245.0,2024-12-21,AP-R0031,Redex Mechanical Equipment L.L.C,Musaffah Shop,20751,MECHANICAL SEAL,NOS,1.0,15.0,15.0,0.0,15.0,LOCAL,,PUMP & ACCESSORIES,PUMP ACCESSORIES,brand_1855341484,,,No Warranty,SHAMEER,2024-12-26,SHAMEER,2024-12-26,AED,1.0,15.0,0.0,15.0,party_0135689976
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18528,WASH BASIN WITH PEDESTAL OCEANIC 55X50X82.5CM ZT-4451,NOS,5.0,155.0,775.0,0.0,775.0,,,PLUMBING SOLUTIONS,WASH BASIN SET,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,775.0,0.0,775.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18517,WASH BASIN MIXER SMART FLOW OCEANIC B0053-EC,NOS,30.0,36.0,1080.0,0.0,1080.0,,,PLUMBING SOLUTIONS,WASH BASIN MIXER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,1080.0,0.0,1080.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18411,BATH MIXER SET SMART FLOW OCEANIC S2231Z-EC,NOS,50.0,39.0,1950.0,0.0,1950.0,,,PLUMBING SOLUTIONS,BATH MIXER SET,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,1950.0,0.0,1950.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18474,"11/4"" POP UP WASTE OCEANIC P2010SS",NOS,50.0,9.0,450.0,0.0,450.0,,,PLUMBING SOLUTIONS,POP UP WASTE,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,450.0,0.0,450.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18403,"1/2"" ANGLE VALVE OCEANIC AV75108722-00",NOS,400.0,10.0,4000.0,0.0,4000.0,,,PLUMBING SOLUTIONS,ANGLE VALVE,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,4000.0,0.0,4000.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18404,"11/4"" BOTTLE TRAP OCEANIC Z1501YC",NOS,200.0,40.0,8000.0,0.0,8000.0,,,PLUMBING SOLUTIONS,BOTTLE TRAP,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,8000.0,0.0,8000.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18523,WASH BASIN SENSOR TAP OCEANIC F-208,NOS,60.0,1.0,60.0,0.0,60.0,,,PLUMBING SOLUTIONS,WASH BASIN SENSOR TAP,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,60.0,0.0,60.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,33273,WASH BASIN SENSOR TAP OCEANIC F-210,NOS,20.0,1.0,20.0,0.0,20.0,,,PLUMBING SOLUTIONS,WASH BASIN SENSOR TAP,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,20.0,0.0,20.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18452,HAND SHOWER 3 FUCTION OCEANIC A0109YC,NOS,250.0,20.0,5000.0,0.0,5000.0,,,PLUMBING SOLUTIONS,HAND SHOWER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,5000.0,0.0,5000.0,party_0361422916
ICPI10,1198.0,2024-09-29,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,37475,"HDS100S: VESPA SUBMERSIBLE SEWAGE & DRAINAGE WATER PUMP 1.0 HP SS BODY 2""",NOS,3.0,950.0,2850.0,0.0,2850.0,,,PUMP & ACCESSORIES,VESPA SUBMERSIBLE WATER PUMP,brand_1237856496,,,No Warranty,ANISH,2024-09-29,ANISH,2024-09-29,AED,1.0,2850.0,0.0,2850.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18445,FLOOR TRAP COVER 15X15CM OCEANIC FTC15-15,NOS,400.0,15.0,6000.0,0.0,6000.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,6000.0,0.0,6000.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18446,FLOOR TRAP COVER 8X8CM OCEANIC FTC8-8,NOS,1000.0,9.0,9000.0,0.0,9000.0,,,PLUMBING SOLUTIONS,FLOOR TRAP COVER,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,9000.0,0.0,9000.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18476,ROBE HOOK OCEANIC 70212,NOS,20.0,15.0,300.0,0.0,300.0,,,PLUMBING SOLUTIONS,ROBE HOOK,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,300.0,0.0,300.0,party_0361422916
ICPI10,1110.0,2024-02-16,APIC-R0003,RAJAB TR.CO.LLC ( SHJ.BRANCH ),Musaffah Shop,18424,EUROPEAN WC OCEANIC P-TRAP 67X39X73CM ZT-443-P,NOS,1.0,150.0,150.0,0.0,150.0,,,PLUMBING SOLUTIONS,EUROPEAN WC,brand_0839938534,,,No Warranty,SHAMEER,2024-03-09,SHAMEER,2024-03-09,AED,1.0,150.0,0.0,150.0,party_0361422916
