doctype,docno,docdate,party_code,original_party_name,lpo_no,location,original_salesman,gross_amount,discount,net_amount,vat_amount,created_ts,created_by,invoice_mode,area,original_division,division,salesman,party_name
CSI10,1102,2024-01-03,ARC-L1595,LINENT GENERAL CONTRACTING LLC-SOLE PRO.L.L.C,,Musaffah Shop,AKTAR HOSSAIN,607.6,0.0,607.6,30.39,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_0647706388
CSI20,1234,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,36.75,0.59,36.16,1.81,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI10,1101,2024-01-03,ARC-H1601,HAFEET LIGHT SWIMMING POOL,,Musaffah Shop,FAISAL,136.0,0.0,136.0,6.8,2024-01-03,FAISAL,CASH,,HO,div_2006915470,man_1993412060,party_2143611416
CSI20,1240,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,JAFEER ,212.0,0.0,212.0,10.6,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_0984764295
CSI20,1236,2024-01-03,ARC-N0164,NOOR ISLAM ENGINEERING CO LLC,,Multicolor,SAMSHEER ,450.0,0.0,450.0,22.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_2061563407
CSI20,1237,2024-01-03,ARC-M0020,MAAN ENG.GEN.CONTRACTING EST,,Multicolor,NISHAD T,680.0,0.0,680.0,34.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_1658266291
CSI20,1238,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,NISHAD T,165.0,0.0,165.0,8.25,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1830493139,party_0984764295
CSI20,1239,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,187.0,0.0,187.0,9.35,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1244,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,15.0,0.0,15.0,0.75,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI40,1031,2024-01-03,ARC-A1840,AL REEF LANDSCAPING,,Branch 2,RASHID ,62.8,0.0,62.8,3.14,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_1172664911
CSI20,1241,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAHID ,154.0,0.7,153.3,7.67,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_0984764295
CSI20,1242,2024-01-03,ARC-G0003,G GLOBAL TECHNOLOGIES. L.L.C.,,Multicolor,RINSHAD T K,1530.0,0.0,1530.0,76.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_2128340233,party_1580607508
CSI20,1243,2024-01-03,ARC-H0168,HOME BOOSTS GENERAL MAINTENANCE,,Multicolor,SANOOP,55.0,0.0,55.0,2.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_0784296412
CSI10,1103,2024-01-03,ARC-F0087,FIRE EAGLE SECURITY AND SAFETY SYSTEMS,,Musaffah Shop,ABBAS ,33.2,0.0,33.2,1.66,2024-01-03,ABBAS,CASH,,HO,div_2006915470,man_1563038311,party_0388925645
CSI10,1104,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,NASSAR,362.0,0.0,362.0,18.1,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_0832930093
CSI20,1245,2024-01-03,ARC-A1325,ANGLO EASTERN INDUSTRIES FZE,,Multicolor,RINSHAD T K,2132.5,0.0,2132.5,106.63,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_2128340233,party_1221976580
CSI20,1259,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,55.0,0.0,55.0,2.75,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1246,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SHAFI,210.0,0.0,210.0,10.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0984764295
CSI20,1250,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,1596.0,0.0,1596.0,79.8,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1248,2024-01-03,ARC-D0153,DREAM TOUCH GENERAL MAINTENANCE L.L.C,,Multicolor,SAFEER M,240.0,0.0,240.0,12.0,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1859775013,party_0953335795
CSI20,1251,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAFEER M,330.0,0.0,330.0,16.5,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1859775013,party_0984764295
CSI20,1249,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAMSHEER ,430.0,0.0,430.0,21.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0984764295
CSI40,1032,2024-01-03,ARC-W0024,WALK IN - BR2,,Branch 2,ABDUL SATHAR,833.0,0.0,833.0,41.65,2024-01-03,SHAJAHAN M,CASH,,Branch 2,div_0097926054,man_0427457728,party_2060039225
CSI10,1105,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,860.0,0.0,860.0,43.0,2024-01-03,BILAL,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI10,1124,2024-01-03,ARC-O0079,OSUS ALHAYA GENERAL CONTRACTING L.L.C,,Musaffah Shop,NASSAR,1756.0,0.0,1756.0,87.82,2024-01-03,NASSAR,CASH,,HO,div_2006915470,man_0864799156,party_1561994174
CSI20,1252,2024-01-03,ARC-A0505,AL HARAM AL DHAHBI PAINTING WORKS EST.,,Multicolor,SHAFI,2860.0,0.0,2860.0,143.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1461566380,party_0902510966
CSI20,1258,2024-01-03,ARC-Y1582,YAS INTERNATIONAL PROPERTY,,Multicolor,JAFEER ,605.0,0.0,605.0,30.25,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_1655751892
CSI20,1253,2024-01-03,ARC-N0145,NOJOOM AL KIFAH GENERAL CONTRACTING,,Multicolor,SAMSHEER ,225.0,0.0,225.0,11.25,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_1112928051
CSI20,1254,2024-01-03,ARC-C0145,COMMANDER GENERAL CONTRACTING - SOLE PROPRIETORSHIP L.L.C.,,Multicolor,SAMSHEER ,900.0,0.0,900.0,45.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0250286206
SI30,1006,2024-01-03,AR-N0016,NEW QAMAR AL HUDA TRADING L.L.C. AL QOUZ,NEW030124,Sharjah,ZAMEER ,1375.0,0.0,1375.0,68.75,2024-01-03,ZAINUDHEEN,CREDIT,DUBAI,Sharjah,div_1742449716,man_1964161347,party_0873847648
CSI10,1106,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,202.0,7.1,194.9,9.74,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
CSI20,1255,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,61.0,0.0,61.0,3.05,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI20,1257,2024-01-03,ARC-M1641,METAL TECH,,Multicolor,SANOOP,60.0,0.0,60.0,3.0,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_0264100041,party_1221989213
CSI20,1256,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,MANZOOR ,676.0,0.0,676.0,33.8,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0984764295
CSI10,1107,2024-01-03,ARC-J1591,JABRA HARDWARE TRADING - SOLE PROPRIETORSHIP L.L.C.,,Musaffah Shop,FAISAL,71.0,0.0,71.0,3.55,2024-01-03,ABBAS,CASH,,HO,div_2006915470,man_1993412060,party_0187174748
CSI20,1261,2024-01-03,ARC-C0142,COLOURS ADVERTISING AGENCY,,Multicolor,SAFEER M,40.0,0.0,40.0,2.0,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_1859775013,party_1724149608
SI30,1007,2024-01-03,AR-P0002,PANACHE BUILDING MATERIALS TRADING,PANACHE030124,Sharjah,ZAMEER ,1300.0,0.0,1300.0,65.0,2024-01-03,ZAINUDHEEN,CREDIT,DUBAI,Sharjah,div_1742449716,man_1964161347,party_1301533184
CSI20,1274,2024-01-03,ARC-S0127,SARDARJI GENERAL CONTRACTING LLC,,Multicolor,JAFEER ,210.0,0.0,210.0,10.5,2024-01-03,RISHAD C,CASH,,MCJ,div_0556003793,man_1683097300,party_1598924956
SI30,1008,2024-01-03,AR-A0078,AL DASHTI BUILDING MATERIALS L.L.C.,DASHTI030124,Sharjah,ZAMEER ,1606.0,0.0,1606.0,80.3,2024-01-03,ZAINUDHEEN,CREDIT,DUBAI,Sharjah,div_1742449716,man_1964161347,party_0032733798
CSI20,1260,2024-01-03,ARC-K0095,KASRAWAN FOR BUILDING CONSTRUCTION LLC,,Multicolor,MANZOOR ,230.0,0.0,230.0,11.5,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1167757235,party_0608303457
CSI20,1262,2024-01-03,ARC-A1843,AFAMINA TECHNICAL WORKS LLC,,Multicolor,SANOOP,352.5,0.0,352.5,17.63,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_0264100041,party_1411791780
SI30,1009,2024-01-03,AR-B0007,BANANI ELECTRICAL & SANITARY WARE TRD.,BANANI030124,Sharjah,ZAMEER ,1650.0,0.0,1650.0,82.5,2024-01-03,ZAINUDHEEN,CREDIT,SHARJAH,Sharjah,div_1742449716,man_1964161347,party_0786078986
CSI20,1263,2024-01-03,ARC-W0021,WALK IN - MCJ,,Multicolor,SAFEER M,115.0,0.0,115.0,5.75,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_1859775013,party_0984764295
CSI40,1033,2024-01-03,ARC-R0005,R K MATICS GENERAL CONTRACTING AND MAINTENANCE,,Branch 2,RINSHAD M U,26.5,0.0,26.5,1.34,2024-01-03,RINSHAD MU,CASH,,Branch 2,div_0097926054,man_0298694519,party_2002417106
CSI40,1034,2024-01-03,ARC-A1549,ARABIAN CONTRACTING ADVANCED CO LLC,,Branch 2,RASHID ,168.6,0.0,168.6,8.43,2024-01-03,RASHID,CASH,,Branch 2,div_0097926054,man_0256316879,party_0806752506
CSI20,1264,2024-01-03,ARC-A1536,AL RAWAFID ENGINEERING AND CONTRACTING L.L.C.,,Multicolor,SHAHID ,1140.0,0.0,1140.0,57.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1995826233,party_1621205050
OSI10,1034,2024-01-03,AR-B0027,BIN NASSER HARDWARE TRDG.CO.LLC,2024-28,Musaffah Shop,ABDUL SATHAR,1788.0,0.0,1788.0,89.4,2024-01-22,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0427457728,party_0562782783
OSI10,1035,2024-01-03,AR-P0009,PIONEER ELECTRICALS AND BUILDING MATERIALS LLC,240103-A,Musaffah Shop,ABDUL SATHAR,2472.0,0.0,2472.0,123.6,2024-01-22,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0427457728,party_1815341216
OSI10,1037,2024-01-03,AR-L0009,LIGHT ZONE ELECTRICALS,LZPO24/17,Musaffah Shop,ABDUL SATHAR,320.0,0.0,320.0,16.0,2024-01-22,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0427457728,party_0692725682
CSI10,1108,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,1.5,0.01,1.49,0.07,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
OSI10,1038,2024-01-03,AR-Y0002,YOUNG LIFE BUILDING MATERIALS - L.L.C - O.P.C,1636,Musaffah Shop,ABDUL SATHAR,660.0,0.0,660.0,33.0,2024-01-22,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0427457728,party_1238708972
CSI20,1265,2024-01-03,ARC-M0159,MECHLERIC MEP SOLUTIONS CONTRACTING,,Multicolor,SANOOP,164.0,0.0,164.0,8.2,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_0264100041,party_0930052719
OSI10,1039,2024-01-03,AR-H0025,HYDRO SANITARY WARE TRADING,21706,Musaffah Shop,ABDUL SATHAR,2450.0,0.0,2450.0,122.5,2024-01-22,ASHKAR,CREDIT,ABU DHABI,HO,div_2006915470,man_0427457728,party_1980650262
CSI20,1267,2024-01-03,ARC-G1615,Good Will Building Materials,,Multicolor,SAFEER M,240.0,0.0,240.0,12.0,2024-01-03,SAFEER M,CASH,,MCJ,div_0556003793,man_1859775013,party_0716635554
CSI20,1266,2024-01-03,ARC-F0197,FORT BUILDING MATERIALS,PO2306444,Multicolor,SAMSHEER ,19800.0,0.0,19800.0,990.0,2024-01-03,SAMSHEER,CASH,,MCJ,div_0556003793,man_1994684813,party_0765383594
CSI10,1109,2024-01-03,ARC-W0022,WALK IN - MUS SHOP,,Musaffah Shop,AKTAR HOSSAIN,18.0,0.0,18.0,0.9,2024-01-03,KEA,CASH,,HO,div_2006915470,man_0900539661,party_0832930093
